METHOD: Twenty-two patients with ANT DBS for retractable epilepsy were examined  and a psychiatric evaluation of depressive and other psychiatric symptoms was performed with Montgomery and   sberg Depression Rating Scale (MADRS)  Beck Depression Inventory (BDI)  and Symptom Checklist prior to surgery  concentrating on former and current psychiatric symptoms and medications.,evaluation;was;performed|evaluation;was performed with;Montgomery|psychiatric evaluation;was performed with;Montgomery|Twenty-two patients;is with;ANT DBS|psychiatric evaluation;was;performed|,5
The follow-up visit was one year after surgery.,visit;was;one year|follow-up visit;was;one year|follow-up visit;was;one year after surgery|visit;was;one year after surgery|,4
RESULTS: At the group level  no changes on mood were observed during ANT DBS treatment.,,0
Two patients with former histories of depression experienced sudden depressive symptoms related to DBS programming settings; these were quickly alleviated after changing the stimulation parameters.,sudden depressive symptoms;related to;DBS programming settings|symptoms;related to;DBS programming settings|Two patients;is with;former histories of depression|sudden symptoms;related to;DBS programming settings|depressive symptoms;related to;DBS programming settings|,5
In addition  two patients with no previous histories of psychosis gradually developed clear paranoid and anxiety symptoms that also relieved slowly after changing the programming settings.,two patients;is with;previous histories of psychosis|,1
CONCLUSION: The majority of our ANT DBS patients did not experience psychiatric adverse effects.,psychiatric adverse effects;majority of;our ANT DBS patients|,1
Certain DBS parameters might predispose to sudden depressive or slowly manifesting paranoid symptoms that are reversible via programming changes.,Certain DBS parameters;might predispose to;depressive|Certain DBS parameters;might predispose to;sudden depressive|DBS parameters;might predispose to;depressive|DBS parameters;might predispose to;sudden depressive|,4


BACKGROUND: Vitamin D deficiency is highly prevalent among children with epilepsy.,Vitamin D deficiency;is;highly prevalent|Vitamin D deficiency;is;prevalent|Vitamin D deficiency;is highly prevalent among;children|children;is with;epilepsy|Vitamin D deficiency;is prevalent among;children with epilepsy|Vitamin D deficiency;is highly prevalent among;children with epilepsy|Vitamin D deficiency;is prevalent among;children|,7
Lack of high-quality evidence led to variability among scientific societies recommendations.,Lack;led to;variability|Lack;led to;variability among societies recommendations|Lack;led to;variability among scientific societies recommendations|,3
Therefore  we aim to determine the efficacy of different common doses used in the pediatric practice to maintain optimal 25-hydroxy vitamin D (25 [OH] vitamin D) level in children with epilepsy and normal baseline 25 (OH) vitamin D level over 6 months of supplementation.,we;determine;efficacy of doses used in practice|we;aim;determine|optimal 25-hydroxy vitamin D level;is in;children with epilepsy|we;determine;efficacy of common doses|we;determine;efficacy of doses|we;determine;efficacy of doses used|we;determine;efficacy of common doses used in practice|we;determine;efficacy of different doses|we;determine;efficacy of different doses used in practice|we;determine;efficacy of doses used in pediatric practice|we;determine;efficacy of different common doses used in practice|we;determine;efficacy of different common doses used in pediatric practice|we;determine;efficacy of different doses used|children;is with;epilepsy|we;determine;efficacy of common doses used in pediatric practice|we;determine;efficacy of common doses used|we;determine;efficacy of different common doses|we;determine;efficacy|we;determine;efficacy of different doses used in pediatric practice|we;determine;efficacy of different common doses used|,20
METHODS: This is a protocol for phase IV pragmatic randomized superiority controlled open-label trial at King Saud University Medical City in Riyadh.,King Saud University Medical City;is in;Riyadh|,1
Children with epilepsy and receiving chronic antiepliptic medication and normal baseline 25 (OH) vitamin D level will be randomly assigned to receive Cholecalciferol 400IU/day versus 1000IU/day for 6 months.,OH vitamin D level;will;will assigned|OH vitamin D level;receive;1000IU/day|OH vitamin D level;will;will randomly assigned|Children;is with;epilepsy|OH vitamin D level;receive 1000IU/day for;6 months|OH vitamin D level;receive Cholecalciferol 400IU/day for;6 months|OH vitamin D level;receive;Cholecalciferol 400IU/day|,7
Our primary outcome is the proportion of children with vitamin D insufficiency (25 (OH) vitamin D level<75nmol/L) at 6 months.,Our outcome;is;proportion of children at 6 months|Our primary outcome;is proportion of;children|Our outcome;is proportion at;6 months|Our primary outcome;is;proportion|Our primary outcome;is proportion at;6 months|Our primary outcome;is;proportion of children at 6 months|Our outcome;is;proportion of children with vitamin D insufficiency at 6 months|Our outcome;is proportion of;children with vitamin D insufficiency|Our outcome;is;proportion|children;is with;vitamin D insufficiency|Our outcome;is proportion of;children|Our primary outcome;is proportion of;children with vitamin D insufficiency|Our primary outcome;is;proportion of children with vitamin D insufficiency at 6 months|,13
Secondary outcomes include seizure treatment failure  seizure frequency  parathyroid hormone (PTH) levels  bone mineral density  and safety.,Secondary outcomes;include;seizure treatment failure seizure frequency hormone levels|outcomes;include;seizure treatment failure seizure frequency hormone levels|outcomes;include;seizure treatment failure seizure frequency parathyroid hormone levels|Secondary outcomes;include;seizure treatment failure seizure frequency parathyroid hormone levels|,4
DISCUSSION: Our trial is set out to evaluate the efficacy of common different vitamin D maintenance doses on 25 (OH) vitamin D level  seizure control  and bone health for children with epilepsy.,Our trial;evaluate;efficacy of common vitamin D maintenance doses for children|Our trial;evaluate;efficacy for children|Our trial;evaluate;efficacy of vitamin D maintenance doses on 25 OH vitamin D level seizure control|Our trial;evaluate;efficacy for children with epilepsy|Our trial;evaluate;efficacy of common vitamin D maintenance doses on 25 OH vitamin D level seizure control for children with epilepsy|Our trial;evaluate;efficacy of different vitamin D maintenance doses on 25 OH vitamin D level seizure control for children with epilepsy|Our trial;evaluate;efficacy|Our trial;evaluate;efficacy of different vitamin D maintenance doses on 25 OH vitamin D level seizure control for children|Our trial;evaluate;efficacy of vitamin D maintenance doses on 25 OH vitamin D level seizure control for children|Our trial;evaluate;efficacy on 25 OH vitamin D level seizure control for children with epilepsy|Our trial;evaluate;efficacy of common different vitamin D maintenance doses for children|Our trial;evaluate;efficacy of different vitamin D maintenance doses for children with epilepsy|Our trial;evaluate;efficacy of different vitamin D maintenance doses for children|Our trial;evaluate;efficacy of common different vitamin D maintenance doses|Our trial;evaluate;efficacy of vitamin D maintenance doses for children|Our trial;evaluate;efficacy of common different vitamin D maintenance doses on 25 OH vitamin D level seizure control for children with epilepsy|Our trial;evaluate;efficacy on 25 OH vitamin D level seizure control|Our trial;evaluate;efficacy of common different vitamin D maintenance doses on 25 OH vitamin D level seizure control|Our trial;evaluate;efficacy of common different vitamin D maintenance doses on 25 OH vitamin D level seizure control for children|Our trial;evaluate;efficacy of vitamin D maintenance doses for children with epilepsy|Our trial;evaluate;efficacy of vitamin D maintenance doses on 25 OH vitamin D level seizure control for children with epilepsy|Our trial;evaluate;efficacy of common vitamin D maintenance doses on 25 OH vitamin D level seizure control for children|Our trial;evaluate;efficacy of common different vitamin D maintenance doses for children with epilepsy|Our trial;evaluate;efficacy of common vitamin D maintenance doses on 25 OH vitamin D level seizure control|Our trial;evaluate;efficacy on 25 OH vitamin D level seizure control for children|Our trial;evaluate;efficacy of common vitamin D maintenance doses for children with epilepsy|children;is with;epilepsy|Our trial;evaluate;efficacy of different vitamin D maintenance doses on 25 OH vitamin D level seizure control|Our trial;evaluate;efficacy of vitamin D maintenance doses|Our trial;evaluate;efficacy of common vitamin D maintenance doses|Our trial;evaluate;efficacy of different vitamin D maintenance doses|,31
The results of our study will possibly help in shaping current vitamin D guidelines for vitamin D supplementation in children with epilepsy and provide a link between 25 (OH) vitamin D level and seizure control.,results;shaping;current vitamin D guidelines for vitamin D supplementation|current vitamin D guidelines;is in;children with epilepsy|vitamin D guidelines;provide;link|results;shaping;current vitamin D guidelines in children with epilepsy|results;shaping;vitamin D guidelines for vitamin D supplementation in children with epilepsy|results;shaping;vitamin D guidelines in children|results;shaping;vitamin D guidelines for vitamin D supplementation in children|results;shaping;vitamin D guidelines for vitamin D supplementation|results;shaping;current vitamin D guidelines for vitamin D supplementation in children with epilepsy|results;shaping;current vitamin D guidelines|results;shaping;vitamin D guidelines in children with epilepsy|children;is with;epilepsy|results;shaping;current vitamin D guidelines for vitamin D supplementation in children|results;shaping;vitamin D guidelines|results;shaping;current vitamin D guidelines in children|current vitamin D guidelines;provide;link|,16


Background: In the surgical treatment of temporal lobe epilepsy with mesial temporal lobe tumor  whether to remove the hippocampus aiming for a better seizure outcome in addition to removing the tumor is a dilemma.,surgical treatment;is with;mesial temporal lobe tumor|dilemma;is In;surgical treatment of temporal lobe epilepsy with mesial temporal lobe tumor remove|,2
Two pediatric cases treated successfully with tumor removal alone are presented.,Two pediatric cases;treated successfully with;tumor removal alone|,1
Case Description: The first case was an 11-year-old girl with a ganglioglioma in the left uncus  and the second case was a 9-year-old girl with a pleomorphic xanthoastrocytoma in the left parahippocampal gyrus.,case;was;11-year-old|9-year-old girl;is with;pleomorphic xanthoastrocytoma in left parahippocampal gyrus|pleomorphic xanthoastrocytoma;is in;left parahippocampal gyrus|first case;was;11-year-old girl|second case;was girl with;xanthoastrocytoma|case;was girl with;ganglioglioma|second case;was;girl|case;was girl with;ganglioglioma in uncus|case;was;girl|first case;was;girl|first case;was 11-year-old girl with;ganglioglioma in left uncus|first case;was 11-year-old girl with;ganglioglioma|11-year-old girl;is with;ganglioglioma in left uncus|case;was;girl|case;was 9-year-old girl with;pleomorphic xanthoastrocytoma|case;was 9-year-old girl with;xanthoastrocytoma in parahippocampal gyrus|case;was 11-year-old girl with;ganglioglioma|case;was 9-year-old girl with;xanthoastrocytoma|first case;was girl with;ganglioglioma in uncus|case;was girl with;pleomorphic xanthoastrocytoma|case;was;9-year-old|second case;was 9-year-old girl with;pleomorphic xanthoastrocytoma in left parahippocampal gyrus|second case;was;9-year-old girl|case;was girl with;pleomorphic xanthoastrocytoma in left parahippocampal gyrus|case;was girl with;pleomorphic xanthoastrocytoma in parahippocampal gyrus|second case;was girl with;pleomorphic xanthoastrocytoma in parahippocampal gyrus|ganglioglioma;is in;left uncus|second case;was 9-year-old girl with;xanthoastrocytoma in left parahippocampal gyrus|case;was 9-year-old girl with;pleomorphic xanthoastrocytoma in left parahippocampal gyrus|case;was girl with;xanthoastrocytoma in parahippocampal gyrus|case;was 11-year-old girl with;ganglioglioma in left uncus|second case;was 9-year-old girl with;pleomorphic xanthoastrocytoma|case;was girl with;ganglioglioma in left uncus|second case;was girl with;xanthoastrocytoma in parahippocampal gyrus|first case;was girl with;ganglioglioma in left uncus|second case;was girl with;pleomorphic xanthoastrocytoma in left parahippocampal gyrus|second case;was girl with;pleomorphic xanthoastrocytoma|case;was 9-year-old girl with;xanthoastrocytoma in left parahippocampal gyrus|case;was;9-year-old girl|first case;was 11-year-old girl with;ganglioglioma in uncus|second case;was 9-year-old girl with;pleomorphic xanthoastrocytoma in parahippocampal gyrus|case;was;11-year-old girl|case;was girl with;xanthoastrocytoma in left parahippocampal gyrus|second case;was girl with;xanthoastrocytoma in left parahippocampal gyrus|second case;was 9-year-old girl with;xanthoastrocytoma|case;was 9-year-old girl with;pleomorphic xanthoastrocytoma in parahippocampal gyrus|second case;was 9-year-old girl with;xanthoastrocytoma in parahippocampal gyrus|case;was 11-year-old girl with;ganglioglioma in uncus|case;was girl with;xanthoastrocytoma|first case;was girl with;ganglioglioma|,50
In both cases  the hippocampus was not invaded  merely compressed by the tumor.,,0
Tumor removal was performed under intraoperative electrocorticography (ECoG) monitoring.,Tumor removal;was performed under;electrocorticography|Tumor removal;was;performed|Tumor removal;was performed under;ECoG|Tumor removal;was performed under;intraoperative electrocorticography|,4
After tumor removal  abnormal discharges remained at the hippocampus and adjacent temporal cortices  but further surgical interventions were not performed.,,0
The seizures disappeared completely in both cases.,seizures;disappeared in;cases|seizures;disappeared completely in;cases|,2
Conclusions: When we must decide whether to remove the hippocampus  the side of the lesion  the severity and chronicity of the seizures  and the presence of invasion to the hippocampus are the factors that should be considered.,,0
Abnormal discharges on ECoG at the hippocampus or adjacent cortices are one of the factors related to epileptogenicity  but it is simply a result of interictal irritation  and it is not an absolute indication for additional surgical intervention.,,0


BACKGROUND/AIMS: Immunological mechanisms can be triggered as a response to central nervous system insults and can lead to seizures.,Immunological mechanisms;lead to;seizures|mechanisms;lead to;seizures|,2
In this study an investigation was made to determine if glatiramer acetate (GA)  an immunomodulator currently used in the treatment of multiple sclerosis  could protect rats from pilocarpine-induced seizures and chronic epilepsy.,glatiramer acetate;could protect rats from;pilocarpine-induced seizures|glatiramer acetate;could protect rats from;seizures|investigation;was made In;study|glatiramer acetate;could protect;rats|investigation;was;made|investigation;was made;determine|,6
METHODS: Two groups of adult male Sprague-Dawley rats  experimental (GA) and control  were used in the study.,control;were;used|control;were;used in study|,2
The systemic IL-1a and IL-1b levels at baseline were checked as well as status epilepticus (SE)  and the spontaneous recurrent seizure (SRS) stage by enzyme-linked immunosorbent assay.,systemic IL-1a;were;checked|IL-1a;were;checked|enzyme-linked immunosorbent assay;by epilepticus is;SE|,3
The GA group was given GA (150  g/kg  ip) and the control group was given a saline injection prior to pilocarpine-induced seizures.,GA group;was given;saline injection prior to seizures|GA group;was given;saline injection prior to pilocarpine-induced seizures|GA group;was given;control group|GA group;was given;GA|GA group;was given;group|GA group;was given;saline injection|GA group;was given;saline injection prior|GA group;was given;150 g/kg ip|,8
Seizure susceptibility  severity and mortality were evaluated  using Racine seizure classification and hippocampal damage was evaluated by Nissl staining.,mortality;using;Racine seizure classification|Seizure susceptibility severity;were;evaluated|mortality;using;damage|mortality;using;hippocampal damage|,4
The GA group received GA (150  g/kg/day  ip) daily after SE  and the chronic spontaneous seizures were evaluated by long-term video recording  and mossy fiber sprouting was evaluated by Timm staining.,GA group;received GA after;SE|GA group;received;150 g/kg/day ip|GA group;was;evaluated|GA group;received;GA|GA group;received GA after;daily SE|GA group;was evaluated by;Timm staining|,6
The IL-1a and IL-1b levels were correlated with seizure activities.,IL-1a levels;were correlated with;seizure activities|IL-1a levels;were;correlated|,2
The TNF-a level in the hippocampus was determined at the SRS stage by immunohistochemistry.,TNF-a level;was determined at;SRS stage|TNF-a level;was determined by;immunohistochemistry|TNF-a level;was;determined|TNF-a level;was;determined at SRS stage by immunohistochemistry|TNF-a level;is in;hippocampus|,5
The effect of GA on ionic currents and action potentials (APs) in NG108-15 differentiated neurons was investigated using patch-clamp technology.,effect;using;patch-clamp technology|effect;was;investigated|effect;using;technology|effect;is in;NG108-15 differentiated neurons|,4
RESULTS: It was found that latency to severe seizures was significantly longer in the GA (p < 0.01) group  which also had SE of shorter duration and less frequent SRS (p < 0.01).,,0
GA attenuated acute hippocampal neuron loss and chronic mossy fiber sprouting in the CA3 and the SRS-reduction correlated with the reduction of IL-1a  but not with IL-1b or TNF-a levels.,GA;attenuated;neuron loss|GA;attenuated;neuron loss sprouting|reduction;is with;IL-1b|GA;attenuated;acute hippocampal neuron loss|GA;attenuated;acute neuron loss sprouting|GA;attenuated;acute hippocampal neuron loss sprouting|GA;attenuated;fiber|GA;attenuated;acute hippocampal neuron loss sprouting in CA3|GA;attenuated;acute neuron loss sprouting in CA3|GA;attenuated;hippocampal neuron loss sprouting|GA;attenuated;acute neuron loss|GA;attenuated;hippocampal neuron loss|GA;attenuated;neuron loss sprouting in CA3|GA;attenuated;hippocampal neuron loss sprouting in CA3|,14
Mechanistically  GA reduced the peak amplitude of voltage-gated Na+ current (INa)  with a negative shift in the inactivation curve of INa and reduced the amplitude of APs along with decreased firing of APs.,GA;reduced amplitude along with;firing of APs|GA;reduced amplitude along with;decreased firing of APs|GA;Mechanistically reduced;peak amplitude|negative shift;is in;inactivation curve of INa|GA;reduced peak amplitude with;shift|GA;reduced;peak amplitude of Na|GA;reduced;amplitude of APs|GA;reduced along with;decreased firing|GA;reduced;amplitude|GA;reduced along with;decreased firing of APs|GA;reduced;peak amplitude|GA;Mechanistically reduced with;shift|GA;reduced along with;firing of APs|GA;reduced amplitude along with;decreased firing|GA;reduced along with;firing|GA;reduced;peak amplitude of voltage-gated Na|GA;Mechanistically reduced;peak amplitude of voltage-gated Na|GA;reduced with;shift|GA;reduced amplitude along with;firing|GA;Mechanistically reduced peak amplitude with;shift|GA;Mechanistically reduced;peak amplitude of Na|,21
CONCLUSION: GA might serve as a neuroexcitability modulator which attenuates pilocarpine-induced acute and chronic excitotoxicity.,,0
Sodium channel attenuation was partially independent of the immunomodulatory effect.,Sodium channel attenuation;was independent of;immunomodulatory effect|Sodium channel attenuation;was independent of;effect|Sodium channel attenuation;was;independent|Sodium channel attenuation;was;partially independent|Sodium channel attenuation;was partially independent of;immunomodulatory effect|Sodium channel attenuation;was partially independent of;effect|,6


OBJECTIVE: To evaluate and compare the effects of concomitant lamotrigine (LTG) or carbamazepine (CBZ) on the incidence of treatment-emergent adverse events (TEAEs) in patients taking adjunctive eslicarbazepine acetate (ESL) for focal (partial-onset) seizures (FS).,treatment-emergent adverse events;is in;patients taking for focal seizures|patients;in events is;TEAEs|,2
METHODS: These post-hoc analyses of data pooled from three randomized  double-blind  placebo-controlled studies of adjunctive ESL (BIA-2093-301  -302 and -304) included adults (>= 16 years) with FS refractory to 1-3 antiepileptic drugs (AEDs).,adults;post-hoc analyses of;data|analyses;included;adults with FS refractory|analyses;included;adults with FS refractory to 1-3 drugs|adults;is with;FS refractory to 1-3 antiepileptic drugs|post-hoc analyses;included;adults|analyses;included;adults with FS|post-hoc analyses;included;adults with FS refractory to 1-3 antiepileptic drugs|analyses;included;adults|adults;analyses of;data|analyses;included;adults with FS refractory to 1-3 antiepileptic drugs|post-hoc analyses;included;adults with FS refractory to 1-3 drugs|post-hoc analyses;included;adults with FS refractory|post-hoc analyses;included;adults with FS|,13
Patients were randomized equally to placebo  ESL 400   mg (Studies 301 and 302 only)  800   mg  or 1200   mg once daily (8-week baseline  2-week titration  and 12-week maintenance periods).,Patients;were;randomized equally|Patients;were;randomized|Patients;were randomized equally to;placebo ESL 400 mg|Patients;were randomized to;placebo ESL 400 mg|,4
TEAEs  TEAEs leading to discontinuation  and serious AEs (SAEs) were evaluated in patients taking  or not taking  LTG (excluding those taking CBZ or phenytoin [PHT]; i.e.  the +LTG and -LTG/-CBZ subgroups)  or CBZ (excluding those taking LTG or PHT; i.e.  the +CBZ and -LTG/-CBZ subgroups) at baseline.,TEAEs TEAEs;were;evaluated in patients at baseline|TEAEs TEAEs;were evaluated in;patients|TEAEs TEAEs;were evaluated at;baseline|TEAEs TEAEs;were;evaluated|,4
RESULTS: LTG was used concomitantly by 248 patients (+LTG; placebo  n   =   81; ESL  n   =   167) and CBZ by 613 patients (+CBZ; placebo  n   =   172; ESL  n   =   441); 361 patients were taking neither LTG nor CBZ (-LTG/-CBZ; placebo  n   =   109; ESL  n   =   252).,361 patients;were taking;CBZ|ESL n;=;252|361 patients;were taking;LTG|ESL n;=;167|patients;were taking;CBZ|patients;were taking;LTG|ESL n;=;441|,7
The overall incidence of TEAEs with ESL (any dose) was numerically higher for +CBZ (77%) than for +LTG (73%) or -LTG/-CBZ (68%; statistical significance not tested).,overall incidence;was;higher|incidence;was;higher|incidence;was;numerically higher for|TEAEs;is with;ESL|CBZ;for CBZ is;77 %|incidence;was;numerically higher|incidence;was;higher for|overall incidence;was;higher for|overall incidence;was;numerically higher|overall incidence;was;numerically higher for|,10
Among patients taking ESL  dizziness  diplopia  and vomiting were reported more frequently in the +CBZ subgroup (30%  14%  and 10%  respectively) than in the +LTG (16%  8%  5%) or -LTG/-CBZ (11%  3%  5%) subgroups.,,0
The overall incidence of TEAEs leading to discontinuation with ESL was higher for +CBZ (21%) than for +LTG (13%) or -LTG/-CBZ (15%).,CBZ;than CBZ is;15 %|overall incidence;was;higher|incidence;was;higher|CBZ;than CBZ is;21 %|discontinuation;is with;ESL|incidence;was;higher for|overall incidence;was;higher for|,7
Dizziness leading to discontinuation with ESL was reported more frequently in the +CBZ subgroup than in the +LTG or -LTG/-CBZ subgroups (9%  3%  and 3%  respectively).,Dizziness;leading to;discontinuation with ESL|Dizziness;leading to;discontinuation|Dizziness;was;reported|Dizziness;was;reported more frequently|Dizziness;was reported more frequently in;+ CBZ subgroup|Dizziness;was;reported frequently|discontinuation;is with;ESL|Dizziness;was reported in;+ CBZ subgroup|Dizziness;was reported frequently in;+ CBZ subgroup|,9
The overall incidence of SAEs in patients taking ESL was comparable across subgroups (+LTG  5%; +CBZ  6%; -LTG/-CBZ  5%).,overall incidence;was;comparable|incidence;was comparable across;subgroups|overall incidence;is in;patients taking|incidence;was;comparable|overall incidence;was comparable across;subgroups|,5
The results were similar when evaluating placebo-adjusted incidences.,results;were;similar|results;evaluating;incidences|results;evaluating;placebo-adjusted incidences|,3
CONCLUSION: There was a potential pharmacodynamic interaction between AEDs with a putatively similar mechanism of action  with a seemingly lesser interaction between ESL and LTG versus ESL and CBZ.,potential pharmacodynamic interaction;is with;putatively similar mechanism of action|action;is with;seemingly lesser interaction between ESL|,2
If combining ESL with LTG or CBZ  clinicians should be aware of the potential risk for an increased incidence of TEAEs typically associated with voltage-gated sodium channel inhibitors (e.g.  dizziness  blurred vision  vertigo  diplopia  headache  or vomiting).,,0


Background and Objectives: Statins are inhibitors of 3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) reductase  used for the management of hypercholesterolemia and related atherosclerotic diseases.,Statins;are;inhibitors|Statins;are inhibitors of;HMG-CoA|Statins;are inhibitors of;coenzyme A used for management|Statins;are inhibitors of;coenzyme A used for management of hypercholesterolemia|Statins;are inhibitors of;coenzyme A used|Statins;are inhibitors of;3-hydroxy-3-methylglutaryl coenzyme A used|Statins;are inhibitors of;3-hydroxy-3-methylglutaryl coenzyme A used for management|Statins;are inhibitors of;3-hydroxy-3-methylglutaryl coenzyme A used for management of hypercholesterolemia|Statins;are inhibitors of;coenzyme A|Statins;are inhibitors of;3-hydroxy-3-methylglutaryl coenzyme A|,10
Several studies have indicated the neuroprotective effects of statins on several neuropathological conditions.,Several studies;have indicated;neuroprotective effects of statins on conditions|studies;have indicated;effects of statins on several conditions|studies;have indicated;neuroprotective effects|studies;have indicated;effects of statins on neuropathological conditions|Several studies;have indicated;effects of statins on several neuropathological conditions|studies;have indicated;neuroprotective effects of statins on conditions|Several studies;have indicated;effects on several neuropathological conditions|Several studies;have indicated;neuroprotective effects of statins on neuropathological conditions|Several studies;have indicated;effects|Several studies;have indicated;effects on neuropathological conditions|studies;have indicated;effects|studies;have indicated;effects of statins|Several studies;have indicated;neuroprotective effects on conditions|studies;have indicated;neuroprotective effects of statins|studies;have indicated;neuroprotective effects of statins on neuropathological conditions|studies;have indicated;neuroprotective effects of statins on several neuropathological conditions|studies;have indicated;neuroprotective effects on conditions|Several studies;have indicated;neuroprotective effects of statins|Several studies;have indicated;effects on several conditions|Several studies;have indicated;effects of statins on neuropathological conditions|Several studies;have indicated;neuroprotective effects on several neuropathological conditions|studies;have indicated;effects on conditions|Several studies;have indicated;effects of statins|Several studies;have indicated;neuroprotective effects|studies;have indicated;effects on several neuropathological conditions|Several studies;have indicated;neuroprotective effects on neuropathological conditions|Several studies;have indicated;effects of statins on several conditions|studies;have indicated;neuroprotective effects of statins on several conditions|Several studies;have indicated;effects of statins on conditions|Several studies;have indicated;neuroprotective effects of statins on several neuropathological conditions|studies;have indicated;effects on several conditions|Several studies;have indicated;neuroprotective effects on several conditions|studies;have indicated;neuroprotective effects on several neuropathological conditions|studies;have indicated;effects of statins on conditions|studies;have indicated;neuroprotective effects on several conditions|Several studies;have indicated;effects on conditions|Several studies;have indicated;neuroprotective effects of statins on several conditions|studies;have indicated;effects on neuropathological conditions|studies;have indicated;neuroprotective effects on neuropathological conditions|studies;have indicated;effects of statins on several neuropathological conditions|,40
However  the role of these medications in epilepsy is still unclear.,role;is;unclear|role;is;However still unclear|role;is in;epilepsy|role;is;However unclear|role;is;still unclear|,5
The purpose is to evaluate and summarize the level of evidence on the efficacy of statins in neuronal hyperexcitability and the neuroinflammatory processes of epilepsy.,purpose;evaluate;level of evidence on efficacy in hyperexcitability|purpose;evaluate;level of evidence on efficacy of statins|purpose;evaluate;level of evidence on efficacy in neuronal hyperexcitability|purpose;evaluate;level of evidence|purpose;evaluate;level of evidence on efficacy|purpose;evaluate;level|efficacy;is in;neuronal hyperexcitability|purpose;evaluate;level of evidence on efficacy of statins in neuronal hyperexcitability|purpose;evaluate;level of evidence on efficacy of statins in hyperexcitability|,9
Methods: A systematic review was performed.,systematic review;was;performed|review;was;performed|,2
Eligibility Criteria: This review involved studies conducted in humans and nonhuman experimental models  covering the use of an inhibitor of HMG-CoA reductase  alone or accompanied by another medication  in epilepsy.,accompanied;use of;inhibitor of HMG-CoA reductase|medication;is in;epilepsy|accompanied;use of;inhibitor of HMG-CoA reductase alone|accompanied;use of;inhibitor|,4
Information Sources: A systematic literature search was performed in PubMed  Embase  Ebsco Host  Scopus  Science Direct  Medline  and LILACS.,systematic literature search;was;performed|literature search;was performed in;PubMed Embase Ebsco Host Scopus Science Direct Medline|systematic literature search;was performed in;PubMed Embase Ebsco Host Scopus Science Direct Medline|Information Sources;performed in;PubMed Embase Ebsco Host Scopus Science Direct Medline|literature search;was;performed|,5
Risk of Bias: It was evaluated with the Newcastle-Ottawa Scale and the experimental studies were evaluated using the GRADE tool.,It;was;evaluated|evaluated;using;GRADE tool|It;was evaluated with;Newcastle-Ottawa Scale|,3
Results: Twenty articles of the 183 evaluated were included.,,0
Sixteen studies were conducted in animal models and four studies in humans.,Sixteen studies;were;conducted|Sixteen studies;were conducted in;animal models|four studies;is in;humans|studies;were;conducted|studies;were conducted in;animal models|,5
Most studies in mice reported a reduction in epileptiform activity and reduction in systemic inflammation with the treatment of statins  potentially influencing epilepsy control.,Most studies;is in;mice|reduction;is in;systemic inflammation|reduction;is with;treatment of statins potentially influencing|reduction;is in;epileptiform activity|,4
Few studies in humans were performed in the geriatric population with variable results (neuroinflammation  seizure prevention  cell death  prevention of kindling  increase in convulsive threshold  increase in latency  decrease in frequency of crisis  and reduction in mortality) related to reduction in the rate of hospitalizations  mortality  and prevention of epilepsy.,studies;were performed in;geriatric population|Few studies;were performed in;geriatric population|crisis;is in;mortality|convulsive threshold increase;is in;latency decrease|Few studies;were performed in;population|kindling increase;is in;convulsive threshold increase|reduction;is in;rate of hospitalizations mortality|latency decrease;is in;frequency of crisis|Few studies;is in;humans|studies;were performed in;population|,10
Studies in mice found a decrease in interleukin-1b (IL-1b)  IL-6  and tumor necrosis factor alpha and an increase in IL-10 and endothelial nitric oxide synthase.,Studies;found;increase|Studies;found;increase in IL-10|decrease;is in;interleukin-1b IL-6|increase;is in;IL-10|Studies;is in;mice|Studies;found;decrease|Studies;found;decrease in interleukin-1b IL-6|,7
